"Recency","frequency","monetary","recency_score","frequency_score","monetary_score","rfm_segment"
71,1,341.36,2,1,3,"213"
65,1,233.76,2,1,2,"212"
11,1,247.32,5,1,2,"512"
17,2,979.12,5,1,4,"514"
67,1,373.94,2,1,3,"213"
61,1,397.98,2,1,3,"213"
72,1,743.53,2,1,4,"214"
123,1,674.7,1,1,4,"114"
81,1,768.24,1,1,4,"114"
258,1,609.95,1,1,4,"114"
269,1,439.03,1,1,3,"113"
64,1,439.56,2,1,3,"213"
10,4,3090.74,5,1,5,"515"
18,2,992.5,5,1,4,"514"
72,1,134.96,2,1,2,"212"
34,2,2225.37,4,1,5,"415"
51,1,56.16,3,1,1,"311"
257,2,623.4,1,1,4,"114"
366,1,308.28,1,1,3,"113"
372,1,754.87,1,1,4,"114"
90,1,378.64,1,1,3,"113"
61,3,3312.25,2,1,5,"215"
89,1,778.65,1,1,4,"114"
100,3,1019.76,1,1,5,"115"
27,3,572.56,4,1,4,"414"
32,6,3639.31,4,2,5,"425"
281,1,222.99,1,1,2,"112"
31,7,4151.93,4,2,5,"425"
330,1,534.57,1,1,4,"114"
132,2,677.1,1,1,4,"114"
12,3,797.96,5,1,4,"514"
75,1,544.08,2,1,4,"214"
204,1,59.8,1,1,1,"111"
2,8,2520.02,5,2,5,"525"
186,1,307.72,1,1,3,"113"
30,2,1360.99,4,1,5,"415"
73,5,1544.13,2,2,5,"225"
193,1,457.34,1,1,3,"113"
128,2,621.23,1,1,4,"114"
18,1,75.0,5,1,1,"511"
2,2,252.49,5,1,3,"513"
75,3,572.45,2,1,4,"214"
2,62,28117.04,5,5,5,"555"
25,5,1003.06,4,2,5,"425"
108,1,213.55,1,1,2,"112"
134,3,1390.5,1,1,5,"115"
44,2,712.5,3,1,4,"314"
5,2,640.83,5,1,4,"514"
12,18,6127.43,5,4,5,"545"
64,1,221.06,2,1,2,"212"
150,2,159.85,1,1,2,"112"
41,2,1851.08,3,1,5,"315"
65,1,2626.3,2,1,5,"215"
109,3,1624.21,1,1,5,"115"
1,10,3641.32,5,3,5,"535"
20,3,582.6,5,1,4,"514"
11,1,218.47,5,1,2,"512"
11,4,1006.8,5,1,5,"515"
19,2,679.45,5,1,4,"514"
68,2,1269.1,2,1,5,"215"
75,2,534.24,2,1,4,"214"
6,7,3809.89,5,2,5,"525"
2,1,196.89,5,1,2,"512"
15,7,3408.06,5,2,5,"525"
256,1,283.71,1,1,3,"113"
92,1,296.64,1,1,3,"113"
24,3,1129.14,4,1,5,"415"
17,6,3539.37,5,2,5,"525"
24,1,291.88,4,1,3,"413"
27,6,2043.72,4,2,5,"425"
27,5,2976.15,4,2,5,"425"
260,2,590.0,1,1,4,"114"
166,2,356.98,1,1,3,"113"
25,2,1058.34,4,1,5,"415"
18,6,1766.72,5,2,5,"525"
8,14,9646.57,5,3,5,"535"
30,2,183.44,4,1,2,"412"
39,3,1445.0,4,1,5,"415"
253,1,151.5,1,1,2,"112"
59,1,674.68,3,1,4,"314"
185,1,307.9,1,1,3,"113"
11,2,1083.71,5,1,5,"515"
2,37,5704.97,5,5,5,"555"
100,2,165.0,1,1,2,"112"
2,4,2531.58,5,1,5,"515"
61,2,422.64,2,1,3,"213"
237,1,229.59,1,1,2,"112"
192,4,1431.78,1,1,5,"115"
179,2,1238.47,1,1,5,"115"
38,6,1454.58,4,2,5,"425"
201,2,300.95,1,1,3,"113"
46,5,1804.56,3,2,5,"325"
233,1,184.64,1,1,2,"112"
66,1,140.34,2,1,2,"212"
242,1,313.8,1,1,3,"113"
234,1,454.24,1,1,3,"113"
79,3,1122.41,2,1,5,"215"
58,3,575.4,3,1,4,"314"
18,13,8968.31,5,3,5,"535"
106,4,449.52,1,1,3,"113"
52,10,1215.82,3,3,5,"335"
137,3,1269.84,1,1,5,"115"
276,2,618.63,1,1,4,"114"
312,1,316.26,1,1,3,"113"
8,5,2044.87,5,2,5,"525"
11,2,653.33,5,1,4,"514"
283,2,348.05,1,1,3,"113"
18,5,1159.11,5,2,5,"525"
24,3,1166.77,4,1,5,"415"
289,1,1340.32,1,1,5,"115"
17,3,292.0,5,1,3,"513"
72,1,216.85,2,1,2,"212"
65,1,295.93,2,1,3,"213"
73,4,4393.63,2,1,5,"215"
317,2,458.52,1,1,3,"113"
4,4,2479.16,5,1,5,"515"
244,1,110.97,1,1,2,"112"
9,7,979.72,5,2,4,"524"
2,4,1791.56,5,1,5,"515"
261,1,251.21,1,1,3,"113"
127,1,205.1,1,1,2,"112"
74,1,152.2,2,1,2,"212"
73,4,891.12,2,1,4,"214"
22,3,1389.41,4,1,5,"415"
60,3,2128.42,3,1,5,"315"
86,1,659.44,1,1,4,"114"
79,1,122.75,2,1,2,"212"
59,6,3624.35,3,2,5,"325"
2,3,1093.65,5,1,5,"515"
31,1,125.8,4,1,2,"412"
34,5,3964.88,4,2,5,"425"
41,5,680.18,3,2,4,"324"
15,2,628.78,5,1,4,"514"
34,7,2287.51,4,2,5,"425"
79,2,307.76,2,1,3,"213"
206,2,483.8,1,1,3,"113"
34,1,210.31,4,1,2,"412"
183,3,270.79,1,1,3,"113"
3,25,5870.08,5,5,5,"555"
2,7,3448.29,5,2,5,"525"
44,7,1280.85,3,2,5,"325"
86,3,631.34,1,1,4,"114"
40,2,291.41,4,1,3,"413"
13,3,626.99,5,1,4,"514"
97,2,682.41,1,1,4,"114"
26,7,918.2,4,2,4,"424"
320,1,91.8,1,1,1,"111"
67,12,3740.07,2,3,5,"235"
74,4,4149.28,2,1,5,"215"
29,2,584.06,4,1,4,"414"
6,4,605.06,5,1,4,"514"
8,1,174.37,5,1,2,"512"
216,1,141.86,1,1,2,"112"
82,3,1799.33,1,1,5,"115"
85,2,777.53,1,1,4,"114"
145,3,1749.02,1,1,5,"115"
20,2,240.22,5,1,2,"512"
41,2,874.71,3,1,4,"314"
174,1,192.85,1,1,2,"112"
18,2,373.75,5,1,3,"513"
244,1,239.49,1,1,2,"112"
13,12,2092.32,5,3,5,"535"
206,1,1384.25,1,1,5,"115"
51,2,294.4,3,1,3,"313"
24,5,732.07,4,2,4,"424"
11,18,6717.34,5,4,5,"545"
26,4,1687.6,4,1,5,"415"
15,2,467.04,5,1,3,"513"
310,1,118.0,1,1,2,"112"
156,1,781.03,1,1,4,"114"
307,1,142.4,1,1,2,"112"
64,1,712.4,2,1,4,"214"
16,9,2478.95,5,2,5,"525"
15,2,379.65,5,1,3,"513"
12,6,1981.92,5,2,5,"525"
65,3,1117.13,2,1,5,"215"
36,4,247.96,4,1,2,"412"
109,5,2037.08,1,2,5,"125"
53,1,396.97,3,1,3,"313"
6,2,697.04,5,1,4,"514"
48,1,180.17,3,1,2,"312"
2,21,5153.67,5,5,5,"555"
313,1,219.52,1,1,2,"112"
46,2,693.32,3,1,4,"314"
65,1,428.89,2,1,3,"213"
27,1,164.34,4,1,2,"412"
30,3,280.54,4,1,3,"413"
41,1,678.01,3,1,4,"314"
13,7,1131.88,5,2,5,"525"
90,3,1171.8,1,1,5,"115"
25,4,1610.46,4,1,5,"415"
319,1,417.69,1,1,3,"113"
41,3,544.18,3,1,4,"314"
174,1,177.34,1,1,2,"112"
117,1,213.85,1,1,2,"112"
31,5,747.78,4,2,4,"424"
253,1,257.23,1,1,3,"113"
60,5,1638.47,3,2,5,"325"
24,11,7792.36,4,3,5,"435"
6,7,2031.78,5,2,5,"525"
100,11,3070.42,1,3,5,"135"
25,5,2121.27,4,2,5,"425"
34,5,1575.16,4,2,5,"425"
68,1,1071.03,2,1,5,"215"
37,5,949.12,4,2,4,"424"
53,3,810.5,3,1,4,"314"
16,1,122.64,5,1,2,"512"
75,1,1033.34,2,1,5,"215"
216,1,354.8,1,1,3,"113"
32,3,519.44,4,1,4,"414"
17,4,2624.26,5,1,5,"515"
121,1,252.1,1,1,3,"113"
10,4,1678.12,5,1,5,"515"
257,2,346.6,1,1,3,"113"
17,6,1836.34,5,2,5,"525"
36,2,94.2,4,1,1,"411"
46,3,1095.08,3,1,5,"315"
44,6,2707.33,3,2,5,"325"
115,2,932.97,1,1,4,"114"
165,2,379.65,1,1,3,"113"
11,2,382.14,5,1,3,"513"
10,5,2639.17,5,2,5,"525"
206,2,1573.2,1,1,5,"115"
86,3,897.76,1,1,4,"114"
180,1,189.47,1,1,2,"112"
61,3,84.65,2,1,1,"211"
150,1,305.02,1,1,3,"113"
3,21,6363.59,5,5,5,"555"
51,2,218.55,3,1,2,"312"
76,1,349.7,2,1,3,"213"
302,2,186.39,1,1,2,"112"
19,2,396.92,5,1,3,"513"
152,2,486.82,1,1,3,"113"
152,1,232.6,1,1,2,"112"
2,4,3722.42,5,1,5,"515"
18,4,827.83,5,1,4,"514"
188,1,59.5,1,1,1,"111"
286,1,67.23,1,1,1,"111"
3,7,3119.44,5,2,5,"525"
183,1,72.0,1,1,1,"111"
64,1,910.0,2,1,4,"214"
60,1,172.25,3,1,2,"312"
25,3,1488.32,4,1,5,"415"
4,50,65039.62,5,5,5,"555"
32,15,2504.13,4,4,5,"445"
39,1,151.3,4,1,2,"412"
156,1,308.58,1,1,3,"113"
27,10,2265.12,4,3,5,"435"
319,1,99.5,1,1,1,"111"
6,9,2308.06,5,2,5,"525"
8,3,711.86,5,1,4,"514"
303,1,330.79,1,1,3,"113"
268,2,806.41,1,1,4,"114"
272,1,296.88,1,1,3,"113"
4,13,6328.05,5,3,5,"535"
32,1,180.48,4,1,2,"412"
219,2,252.06,1,1,3,"113"
247,1,228.84,1,1,2,"112"
282,5,1079.34,1,2,5,"125"
270,1,138.28,1,1,2,"112"
33,6,1445.01,4,2,5,"425"
247,2,306.55,1,1,3,"113"
16,5,1041.68,5,2,5,"525"
117,4,799.9,1,1,4,"114"
37,1,524.14,4,1,4,"414"
132,3,2375.41,1,1,5,"115"
218,1,199.85,1,1,2,"112"
50,8,1980.56,3,2,5,"325"
39,2,1079.66,4,1,5,"415"
29,2,333.48,4,1,3,"413"
37,6,1016.14,4,2,5,"425"
136,2,752.6,1,1,4,"114"
220,2,610.59,1,1,4,"114"
29,1,491.86,4,1,3,"413"
25,4,2885.24,4,1,5,"415"
6,2,731.9,5,1,4,"514"
201,1,339.6,1,1,3,"113"
19,1,216.9,5,1,2,"512"
241,1,350.75,1,1,3,"113"
72,3,668.43,2,1,4,"214"
17,12,3131.02,5,3,5,"535"
3,7,1341.6,5,2,5,"525"
96,2,1156.36,1,1,5,"115"
163,1,300.04,1,1,3,"113"
374,1,79.6,1,1,1,"111"
96,5,948.25,1,2,4,"124"
54,5,1647.26,3,2,5,"325"
289,1,296.25,1,1,3,"113"
125,6,1186.28,1,2,5,"125"
288,1,741.26,1,1,4,"114"
152,2,282.6,1,1,3,"113"
4,9,2161.35,5,2,5,"525"
3,14,5189.52,5,3,5,"535"
12,7,3190.55,5,2,5,"525"
34,2,659.41,4,1,4,"414"
55,2,286.79,3,1,3,"313"
51,2,1070.65,3,1,5,"315"
219,1,306.72,1,1,3,"113"
64,1,1714.96,2,1,5,"215"
71,3,1521.76,2,1,5,"215"
3,37,17220.36,5,5,5,"555"
3,10,2796.51,5,3,5,"535"
65,4,2634.45,2,1,5,"215"
34,3,1132.13,4,1,5,"415"
82,1,345.0,1,1,3,"113"
1,33,25977.16,5,5,5,"555"
104,1,178.7,1,1,2,"112"
8,2,360.01,5,1,3,"513"
251,1,127.84,1,1,2,"112"
13,6,912.0,5,2,4,"524"
10,11,2462.79,5,3,5,"535"
368,1,230.4,1,1,2,"112"
76,2,309.04,2,1,3,"213"
5,1,348.8,5,1,3,"513"
128,2,1516.0,1,1,5,"115"
67,2,195.55,2,1,2,"212"
2,57,37153.85,5,5,5,"555"
117,2,688.86,1,1,4,"114"
310,1,558.32,1,1,4,"114"
67,1,324.8,2,1,3,"213"
139,3,4599.42,1,1,5,"115"
256,1,277.07,1,1,3,"113"
31,7,2635.79,4,2,5,"425"
53,2,924.6,3,1,4,"314"
64,1,256.38,2,1,3,"213"
368,1,112.6,1,1,2,"112"
6,5,1747.66,5,2,5,"525"
306,1,155.05,1,1,2,"112"
29,3,1499.01,4,1,5,"415"
184,3,814.5,1,1,4,"114"
43,3,539.0,3,1,4,"314"
40,4,1366.86,4,1,5,"415"
93,2,1579.12,1,1,5,"115"
23,4,4027.36,4,1,5,"415"
24,2,571.67,4,1,4,"414"
30,2,382.98,4,1,3,"413"
302,3,1140.35,1,1,5,"115"
145,2,385.64,1,1,3,"113"
6,2,632.0,5,1,4,"514"
19,2,957.66,5,1,4,"514"
33,5,1698.94,4,2,5,"425"
177,1,189.5,1,1,2,"112"
58,3,412.05,3,1,3,"313"
23,1,209.49,4,1,2,"412"
17,6,2202.99,5,2,5,"525"
20,1,52.2,5,1,1,"511"
160,1,384.8,1,1,3,"113"
26,4,834.57,4,1,4,"414"
212,2,271.24,1,1,3,"113"
6,4,691.73,5,1,4,"514"
253,1,85.0,1,1,1,"111"
59,9,3385.62,3,2,5,"325"
12,1,361.62,5,1,3,"513"
65,1,312.98,2,1,3,"213"
25,3,865.06,4,1,4,"414"
93,3,1255.0,1,1,5,"115"
52,2,1537.95,3,1,5,"315"
130,1,1595.48,1,1,5,"115"
96,3,2651.46,1,1,5,"115"
58,1,1090.14,3,1,5,"315"
9,25,8109.52,5,5,5,"555"
169,3,388.5,1,1,3,"113"
58,1,216.17,3,1,2,"312"
327,1,201.16,1,1,2,"112"
2,5,1245.9,5,2,5,"525"
19,8,2209.36,5,2,5,"525"
248,1,305.78,1,1,3,"113"
59,4,501.56,3,1,4,"314"
75,1,145.67,2,1,2,"212"
32,3,1015.29,4,1,5,"415"
8,2,3192.54,5,1,5,"515"
124,4,3104.95,1,1,5,"115"
3,8,2770.94,5,2,5,"525"
23,13,6403.25,4,3,5,"435"
120,3,389.6,1,1,3,"113"
359,1,540.45,1,1,4,"114"
54,5,1786.79,3,2,5,"325"
64,1,122.7,2,1,2,"212"
87,1,117.24,1,1,2,"112"
55,1,1281.53,3,1,5,"315"
22,13,3219.77,4,3,5,"435"
4,20,17159.52,5,5,5,"555"
3,5,1191.13,5,2,5,"525"
11,5,2674.48,5,2,5,"525"
8,5,787.6,5,2,4,"524"
190,2,506.8,1,1,4,"114"
72,1,243.56,2,1,2,"212"
205,1,349.55,1,1,3,"113"
120,2,605.63,1,1,4,"114"
93,1,416.9,1,1,3,"113"
2,10,1883.81,5,3,5,"535"
27,4,632.97,4,1,4,"414"
298,1,821.1,1,1,4,"114"
24,3,564.62,4,1,4,"414"
29,4,2593.07,4,1,5,"415"
51,1,311.16,3,1,3,"313"
326,1,155.93,1,1,2,"112"
17,2,388.52,5,1,3,"513"
184,3,740.95,1,1,4,"114"
73,5,2867.2,2,2,5,"225"
38,2,332.64,4,1,3,"413"
80,4,2369.55,2,1,5,"215"
58,9,2580.91,3,2,5,"325"
12,2,626.45,5,1,4,"514"
50,2,272.04,3,1,3,"313"
50,2,1212.84,3,1,5,"315"
60,2,384.81,3,1,3,"313"
352,1,172.25,1,1,2,"112"
54,1,351.13,3,1,3,"313"
2,6,1838.85,5,2,5,"525"
93,4,678.25,1,1,4,"114"
24,1,223.85,4,1,2,"412"
75,1,348.99,2,1,3,"213"
11,4,464.57,5,1,3,"513"
170,2,842.65,1,1,4,"114"
58,2,337.34,3,1,3,"313"
96,2,1237.53,1,1,5,"115"
295,1,307.4,1,1,3,"113"
110,2,608.79,1,1,4,"114"
264,1,922.1,1,1,4,"114"
180,1,376.58,1,1,3,"113"
170,1,158.85,1,1,2,"112"
36,1,71.66,4,1,1,"411"
24,3,568.55,4,1,4,"414"
18,4,839.14,5,1,4,"514"
22,5,5112.96,4,2,5,"425"
80,3,561.57,2,1,4,"214"
66,1,90.6,2,1,1,"211"
361,1,102.0,1,1,2,"112"
3,6,2427.32,5,2,5,"525"
12,4,745.06,5,1,4,"514"
177,3,674.45,1,1,4,"114"
218,2,3251.07,1,1,5,"115"
8,7,3515.68,5,2,5,"525"
2,2,439.92,5,1,3,"513"
155,2,322.96,1,1,3,"113"
6,5,1026.42,5,2,5,"525"
80,3,598.2,2,1,4,"214"
22,2,230.22,4,1,2,"412"
22,2,169.55,4,1,2,"412"
309,4,664.54,1,1,4,"114"
146,1,80.7,1,1,1,"111"
8,18,9053.94,5,4,5,"545"
19,8,2758.26,5,2,5,"525"
71,2,190.25,2,1,2,"212"
288,1,264.7,1,1,3,"113"
50,1,413.59,3,1,3,"313"
32,6,2526.28,4,2,5,"425"
207,1,357.98,1,1,3,"113"
15,2,196.79,5,1,2,"512"
74,1,869.87,2,1,4,"214"
61,1,200.14,2,1,2,"212"
40,4,1871.81,4,1,5,"415"
30,12,2603.43,4,3,5,"435"
27,5,920.51,4,2,4,"424"
5,15,7060.13,5,4,5,"545"
18,1,320.46,5,1,3,"513"
20,6,4147.96,5,2,5,"525"
66,2,1266.08,2,1,5,"215"
214,1,311.3,1,1,3,"113"
13,6,855.97,5,2,4,"524"
31,1,76.8,4,1,1,"411"
43,9,3466.36,3,2,5,"325"
4,6,2313.14,5,2,5,"525"
16,5,1393.69,5,2,5,"525"
11,12,3901.81,5,3,5,"535"
212,1,635.66,1,1,4,"114"
46,3,2043.08,3,1,5,"315"
135,2,529.73,1,1,4,"114"
44,7,4582.64,3,2,5,"325"
10,5,2874.72,5,2,5,"525"
116,3,962.19,1,1,4,"114"
199,2,695.61,1,1,4,"114"
278,1,328.8,1,1,3,"113"
111,3,473.02,1,1,3,"113"
78,1,505.18,2,1,4,"214"
53,1,917.34,3,1,4,"314"
162,4,4341.21,1,1,5,"115"
47,3,1421.61,3,1,5,"315"
17,2,642.8,5,1,4,"514"
156,3,631.9,1,1,4,"114"
226,1,440.0,1,1,3,"113"
8,2,584.07,5,1,4,"514"
122,2,327.7,1,1,3,"113"
61,1,104.82,2,1,2,"212"
64,2,467.66,2,1,3,"213"
19,8,2360.09,5,2,5,"525"
8,19,17286.86,5,4,5,"545"
3,11,2975.59,5,3,5,"535"
23,3,651.82,4,1,4,"414"
29,5,1428.02,4,2,5,"425"
285,1,626.65,1,1,4,"114"
177,2,147.2,1,1,2,"112"
79,3,1560.38,2,1,5,"215"
34,1,152.2,4,1,2,"412"
41,12,3614.92,3,3,5,"335"
267,1,141.41,1,1,2,"112"
27,4,652.82,4,1,4,"414"
110,4,1659.75,1,1,5,"115"
285,1,154.99,1,1,2,"112"
9,5,1308.61,5,2,5,"525"
306,1,409.93,1,1,3,"113"
17,4,5681.72,5,1,5,"515"
32,2,746.36,4,1,4,"414"
1,23,15610.39,5,5,5,"555"
20,1,225.36,5,1,2,"512"
125,2,260.25,1,1,3,"113"
66,1,92.46,2,1,1,"211"
107,1,725.64,1,1,4,"114"
2,23,8214.65,5,5,5,"555"
24,17,6217.96,4,4,5,"445"
267,1,183.6,1,1,2,"112"
5,19,6140.42,5,4,5,"545"
10,12,10464.85,5,3,5,"535"
30,5,1353.74,4,2,5,"425"
267,1,152.55,1,1,2,"112"
64,2,374.7,2,1,3,"213"
321,1,265.85,1,1,3,"113"
4,8,1438.82,5,2,5,"525"
33,1,151.04,4,1,2,"412"
5,3,942.26,5,1,4,"514"
130,1,122.47,1,1,2,"112"
41,5,499.42,3,2,3,"323"
102,6,1049.37,1,2,5,"125"
125,1,375.1,1,1,3,"113"
33,1,45.6,4,1,1,"411"
303,2,934.52,1,1,4,"114"
365,1,182.25,1,1,2,"112"
5,9,1018.43,5,2,5,"525"
3,18,4448.54,5,4,5,"545"
3,1,194.42,5,1,2,"512"
11,13,50491.81,5,3,5,"535"
57,1,161.0,3,1,2,"312"
325,1,76.32,1,1,1,"111"
8,14,4076.91,5,3,5,"535"
13,1,442.85,5,1,3,"513"
5,17,65164.79,5,4,5,"545"
37,1,147.35,4,1,2,"412"
17,11,3104.17,5,3,5,"535"
138,1,194.9,1,1,2,"112"
74,6,5976.79,2,2,5,"225"
6,5,1360.28,5,2,5,"525"
155,2,216.21,1,1,2,"112"
240,1,1266.23,1,1,5,"115"
52,7,2703.23,3,2,5,"325"
31,2,597.91,4,1,4,"414"
73,1,144.2,2,1,2,"212"
4,12,5683.15,5,3,5,"535"
15,4,692.85,5,1,4,"514"
23,7,2915.15,4,2,5,"425"
4,4,1840.42,5,1,5,"515"
274,2,386.53,1,1,3,"113"
20,5,1382.74,5,2,5,"525"
144,1,90.0,1,1,1,"111"
4,4,2780.15,5,1,5,"515"
85,1,419.58,1,1,3,"113"
11,3,2740.43,5,1,5,"515"
8,3,706.13,5,1,4,"514"
123,3,709.71,1,1,4,"114"
61,2,637.5,2,1,4,"214"
2,5,1123.86,5,2,5,"525"
320,1,483.86,1,1,3,"113"
3,11,3586.03,5,3,5,"535"
130,3,605.64,1,1,4,"114"
2,15,4690.31,5,4,5,"545"
2,2,982.38,5,1,4,"514"
47,1,415.82,3,1,3,"313"
4,2,935.05,5,1,4,"514"
3,4,915.13,5,1,4,"514"
374,1,311.81,1,1,3,"113"
134,1,115.8,1,1,2,"112"
47,4,3742.2,3,1,5,"315"
9,5,4191.0,5,2,5,"525"
79,2,483.4,2,1,3,"213"
234,1,157.2,1,1,2,"112"
221,1,446.62,1,1,3,"113"
36,2,658.64,4,1,4,"414"
76,2,621.29,2,1,4,"214"
240,2,1345.62,1,1,5,"115"
267,1,118.75,1,1,2,"112"
10,55,117379.63,5,5,5,"555"
20,2,432.88,5,1,3,"513"
41,1,507.66,3,1,4,"314"
20,11,4693.01,5,3,5,"535"
216,3,1110.52,1,1,5,"115"
174,2,289.36,1,1,3,"113"
88,4,2445.91,1,1,5,"115"
71,2,1631.77,2,1,5,"215"
276,1,122.54,1,1,2,"112"
40,4,574.84,4,1,4,"414"
99,1,363.79,1,1,3,"113"
11,4,450.84,5,1,3,"513"
34,1,134.46,4,1,2,"412"
60,3,3222.3,3,1,5,"315"
298,4,576.9,1,1,4,"114"
87,4,559.41,1,1,4,"114"
9,7,1620.93,5,2,5,"525"
41,2,719.78,3,1,4,"314"
11,25,4748.52,5,5,5,"555"
67,1,452.89,2,1,3,"213"
332,1,197.65,1,1,2,"112"
31,6,2054.36,4,2,5,"425"
3,15,4654.08,5,4,5,"545"
2,13,4684.76,5,3,5,"535"
68,2,853.39,2,1,4,"214"
5,21,11349.52,5,5,5,"555"
202,2,1012.0,1,1,5,"115"
107,1,335.52,1,1,3,"113"
19,4,701.4,5,1,4,"514"
219,1,185.4,1,1,2,"112"
61,7,747.44,2,2,4,"224"
3,1,161.03,5,1,2,"512"
17,2,466.7,5,1,3,"513"
240,1,328.16,1,1,3,"113"
95,1,151.74,1,1,2,"112"
11,6,2073.43,5,2,5,"525"
106,6,1905.84,1,2,5,"125"
54,9,2241.1,3,2,5,"325"
90,1,1070.48,1,1,5,"115"
31,5,1004.38,4,2,5,"425"
12,6,1789.72,5,2,5,"525"
4,4,1839.3,5,1,5,"515"
2,17,2004.98,5,4,5,"545"
43,1,169.48,3,1,2,"312"
5,1,89.94,5,1,1,"511"
248,2,632.4,1,1,4,"114"
43,9,3432.8,3,2,5,"325"
178,1,683.17,1,1,4,"114"
93,3,991.13,1,1,4,"114"
111,4,1050.12,1,1,5,"115"
29,5,2232.19,4,2,5,"425"
27,10,3350.96,4,3,5,"435"
52,3,1547.2,3,1,5,"315"
184,3,925.71,1,1,4,"114"
43,5,2048.07,3,2,5,"325"
50,4,1462.72,3,1,5,"315"
23,4,775.46,4,1,4,"414"
76,5,3144.86,2,2,5,"225"
81,2,490.86,1,1,3,"113"
374,1,161.0,1,1,2,"112"
327,1,146.85,1,1,2,"112"
44,11,2380.85,3,3,5,"335"
31,2,890.34,4,1,4,"414"
184,1,213.7,1,1,2,"112"
235,2,280.55,1,1,3,"113"
9,10,2588.77,5,3,5,"535"
220,2,1693.45,1,1,5,"115"
111,3,1474.06,1,1,5,"115"
279,1,136.77,1,1,2,"112"
319,1,302.58,1,1,3,"113"
8,3,1904.05,5,1,5,"515"
2,5,2879.7,5,2,5,"525"
261,2,969.06,1,1,4,"114"
65,5,3099.72,2,2,5,"225"
10,9,12669.98,5,2,5,"525"
142,1,120.0,1,1,2,"112"
51,2,1163.45,3,1,5,"315"
9,8,2618.23,5,2,5,"525"
155,2,333.97,1,1,3,"113"
110,2,530.18,1,1,4,"114"
163,3,1516.24,1,1,5,"115"
332,1,492.65,1,1,3,"113"
226,1,112.32,1,1,2,"112"
74,2,437.96,2,1,3,"213"
52,4,559.97,3,1,4,"314"
99,3,1119.74,1,1,5,"115"
16,3,4216.2,5,1,5,"515"
197,1,134.04,1,1,2,"112"
4,15,3729.34,5,4,5,"545"
31,2,595.25,4,1,4,"414"
22,4,1910.01,4,1,5,"415"
24,3,4628.75,4,1,5,"415"
9,3,176.63,5,1,2,"512"
214,1,426.6,1,1,3,"113"
9,6,911.26,5,2,4,"524"
12,5,2314.65,5,2,5,"525"
2,11,3883.25,5,3,5,"535"
8,9,4871.93,5,2,5,"525"
4,4,1046.56,5,1,5,"515"
41,1,166.2,3,1,2,"312"
18,4,1305.33,5,1,5,"515"
9,44,51527.3,5,5,5,"555"
9,9,3965.62,5,2,5,"525"
19,1,43.2,5,1,1,"511"
118,1,640.14,1,1,4,"114"
223,1,383.45,1,1,3,"113"
72,3,1858.96,2,1,5,"215"
52,2,2093.32,3,1,5,"315"
89,6,2995.72,1,2,5,"125"
9,9,2352.53,5,2,5,"525"
243,1,310.26,1,1,3,"113"
47,6,1611.59,3,2,5,"325"
107,1,120.0,1,1,2,"112"
45,6,2481.13,3,2,5,"325"
65,1,508.58,2,1,4,"214"
207,2,477.79,1,1,3,"113"
11,5,1530.75,5,2,5,"525"
115,2,605.06,1,1,4,"114"
243,1,183.85,1,1,2,"112"
164,1,311.65,1,1,3,"113"
18,7,5014.84,5,2,5,"525"
125,2,462.66,1,1,3,"113"
23,3,866.31,4,1,4,"414"
68,1,415.2,2,1,3,"213"
17,8,2552.21,5,2,5,"525"
17,2,468.26,5,1,3,"513"
17,4,1614.91,5,1,5,"515"
162,2,588.22,1,1,4,"114"
243,1,309.52,1,1,3,"113"
219,1,134.7,1,1,2,"112"
46,8,2182.28,3,2,5,"325"
22,4,668.56,4,1,4,"414"
128,8,889.93,1,2,4,"124"
39,1,108.98,4,1,2,"412"
121,2,1021.58,1,1,5,"115"
261,1,409.57,1,1,3,"113"
11,1,133.5,5,1,2,"512"
275,1,282.93,1,1,3,"113"
165,1,51.0,1,1,1,"111"
158,4,1078.96,1,1,5,"115"
216,1,90.6,1,1,1,"111"
6,2,163.62,5,1,2,"512"
366,1,174.4,1,1,2,"112"
80,2,701.23,2,1,4,"214"
44,1,225.77,3,1,2,"312"
20,3,912.18,5,1,4,"514"
32,4,2128.23,4,1,5,"415"
23,1,161.2,4,1,2,"412"
109,8,3717.35,1,2,5,"125"
9,16,9261.52,5,4,5,"545"
320,1,155.0,1,1,2,"112"
296,1,100.5,1,1,2,"112"
359,1,76.55,1,1,1,"111"
186,1,257.68,1,1,3,"113"
192,2,617.05,1,1,4,"114"
45,2,348.1,3,1,3,"313"
53,1,202.68,3,1,2,"312"
27,1,626.07,4,1,4,"414"
39,3,1247.69,4,1,5,"415"
10,3,202.11,5,1,2,"512"
297,1,142.4,1,1,2,"112"
33,3,1770.56,4,1,5,"415"
11,8,3212.84,5,2,5,"525"
66,2,1043.46,2,1,5,"215"
11,9,4652.82,5,2,5,"525"
219,1,67.95,1,1,1,"111"
3,9,3507.71,5,2,5,"525"
66,2,487.99,2,1,3,"213"
3,19,2612.96,5,4,5,"545"
150,1,574.7,1,1,4,"114"
5,13,4051.48,5,3,5,"535"
131,4,1475.81,1,1,5,"115"
34,6,1474.32,4,2,5,"425"
120,1,156.75,1,1,2,"112"
108,6,2157.73,1,2,5,"125"
11,7,2606.53,5,2,5,"525"
72,6,2059.45,2,2,5,"225"
93,9,1105.07,1,2,5,"125"
